124,121,131
124,121,131
121,141,134
118,155,137
115,160,140
112,155,143
109,141,146
106,121,149
103,097,152
100,072,155
097,052,158
094,038,161
091,034,164
088,038,167
085,052,170
082,072,173
079,096,176
076,121,179
073,141,182
070,155,185
068,160,187
065,155,190
062,141,193
060,121,195
057,097,198
054,072,201
052,052,203
049,038,206
047,034,208
045,038,210
042,052,213
040,072,215
038,096,217
036,121,219
033,141,222
031,155,224
029,160,226
027,155,228
025,141,230
024,121,231
022,097,233
020,072,235
019,052,236
017,038,238
015,034,240
014,038,241
013,052,242
011,072,244
013,096,245
009,121,246
008,141,247
007,155,248
006,160,249
005,155,250
004,141,251
004,121,251
003,097,252
002,072,253
002,052,253
001,038,254
001,034,254
001,038,254
001,052,254
001,072,254
001,096,255
001,121,254
001,141,254
001,155,254
001,160,254
001,155,254
002,141,253
002,121,253
003,097,252
004,072,251
004,052,251
005,038,250
006,034,249
007,038,248
008,052,247
009,072,246
013,096,245
011,121,244
013,141,242
014,155,241
015,160,240
017,155,238
019,141,236
020,121,235
022,097,233
024,072,231
025,052,230
027,038,228
029,034,226
031,038,224
033,052,222
036,072,219
038,096,217
040,121,215
042,141,213
045,155,210
047,160,208
049,155,206
052,141,203
054,121,201
057,097,198
060,072,195
062,052,193
065,038,190
068,034,187
070,038,185
073,052,182
076,072,179
079,096,176
082,121,173
085,141,170
088,155,167
091,160,164
094,155,161
097,141,158
100,121,155
103,096,152
106,072,149
109,052,146
112,038,143
115,034,140
118,038,137
121,052,134
124,072,131
128,097,127
131,121,124
134,141,121
137,155,118
140,160,115
143,155,112
146,141,109
149,121,106
152,096,103
155,072,100
158,052,097
161,038,094
164,034,091
167,038,088
170,052,085
173,072,082
176,097,079
179,121,076
182,141,073
185,155,070
187,160,068
190,155,065
193,141,062
195,121,060
198,096,057
201,072,054
203,052,052
206,038,049
208,034,047
210,038,045
213,052,042
215,072,040
217,097,038
219,121,036
222,141,033
224,155,031
226,160,029
228,155,027
230,141,025
231,121,024
233,096,022
235,072,020
236,052,019
238,038,017
240,034,015
241,038,014
242,052,013
244,072,011
245,097,013
246,121,009
247,141,008
248,155,007
249,160,006
250,155,005
251,141,004
251,121,004
252,096,003
253,072,002
253,052,002
254,038,001
254,034,001
254,038,001
254,052,001
254,072,001
255,097,001
254,121,001
254,141,001
254,155,001
254,160,001
254,155,001
253,141,002
253,121,002
252,096,003
251,072,004
251,052,004
250,038,005
249,034,006
248,038,007
247,052,008
246,072,009
245,097,013
244,121,011
242,141,013
241,155,014
240,160,015
238,155,017
236,141,019
235,121,020
233,096,022
231,072,024
230,052,025
228,038,027
226,034,029
224,038,031
222,052,033
219,072,036
217,097,038
215,121,040
213,141,042
210,155,045
208,160,047
206,155,049
203,141,052
201,121,054
198,096,057
195,072,060
193,052,062
190,038,065
187,034,068
185,038,070
182,052,073
179,072,076
176,097,079
173,121,082
170,141,085
167,155,088
164,160,091
161,155,094
158,141,097
155,121,100
152,096,103
149,072,106
146,052,109
143,038,112
140,034,115
137,038,118
134,052,121
134,052,121
