004,051,116
004,051,116
005,058,105
007,065,094
009,072,084
011,079,074
012,085,064
014,092,055
015,099,046
016,105,038
017,111,030
017,117,024
018,124,018
018,129,012
018,135,008
017,141,005
016,146,002
015,152,000
014,157,000
013,162,000
011,167,001
013,171,003
008,176,006
005,180,013
003,184,014
001,188,020
000,191,026
003,195,033
005,198,041
007,201,050
013,203,059
012,206,068
013,208,078
015,210,088
017,212,099
018,213,109
019,214,120
019,215,131
019,216,142
019,216,153
019,216,163
018,216,174
016,216,184
014,215,193
012,215,202
009,213,211
005,212,218
002,210,226
002,209,232
006,206,238
011,204,243
017,201,247
023,199,250
029,195,252
036,192,253
042,189,253
049,185,253
056,181,251
064,177,249
071,172,246
078,168,241
085,163,236
093,158,230
100,153,224
106,148,216
113,142,208
119,137,200
125,131,190
130,125,181
135,119,171
139,113,160
143,106,150
146,100,139
149,093,128
150,087,117
151,080,106
152,073,096
151,067,085
150,060,075
148,053,065
145,046,056
142,039,047
138,032,039
133,025,031
127,018,024
121,011,018
114,004,013
107,002,009
099,009,005
090,016,002
082,022,000
073,029,000
063,036,000
054,042,001
044,049,003
035,055,005
025,061,009
016,068,014
006,074,019
001,079,025
013,085,032
018,091,040
025,096,048
032,101,057
038,106,067
044,111,076
048,116,087
052,120,097
055,125,108
056,129,119
057,133,130
057,136,140
056,140,151
053,143,162
050,146,172
045,149,182
039,151,192
033,153,201
025,155,209
016,157,217
006,159,225
003,160,231
015,161,237
027,162,242
040,162,246
053,162,249
067,162,252
081,162,253
096,162,254
111,161,253
126,160,252
141,159,249
156,157,246
170,155,242
185,153,237
199,151,231
212,148,225
225,146,217
237,143,209
248,139,201
252,136,192
242,132,182
234,128,172
227,124,162
222,120,151
217,115,140
214,111,130
212,106,119
212,101,108
213,095,097
216,090,087
220,084,076
225,079,067
232,073,057
240,067,048
249,061,040
251,054,032
239,048,025
226,042,019
213,035,014
198,028,009
183,022,005
167,015,003
150,008,001
133,001,000
116,005,000
098,012,000
081,019,002
064,026,005
047,033,009
030,040,013
014,047,018
001,054,024
015,061,031
029,067,039
042,074,047
054,081,056
064,088,065
073,094,075
081,101,085
087,107,096
091,113,106
094,120,117
095,126,128
095,131,139
092,137,150
088,143,160
082,148,171
075,154,181
066,159,190
055,164,200
042,168,208
028,173,216
013,177,224
003,181,230
021,185,236
040,189,241
060,193,246
081,196,249
103,199,251
125,202,253
147,204,253
170,207,253
193,209,252
216,211,250
239,212,247
249,214,243
228,215,238
207,216,232
187,216,226
168,216,218
151,216,211
134,216,202
119,216,193
106,215,184
095,214,174
085,213,163
077,212,153
071,210,142
067,208,131
065,206,120
066,203,109
068,201,099
072,198,088
079,194,078
087,191,068
098,187,059
110,184,050
124,180,041
140,175,033
158,171,026
177,166,020
197,161,014
219,156,013
241,151,006
245,146,003
221,140,001
196,135,000
171,129,000
145,123,000
120,117,002
095,111,005
070,104,008
046,098,012
023,091,018
001,085,024
019,078,030
039,071,038
057,064,046
074,057,055
089,050,064
102,044,074
112,037,084
121,030,094
127,023,105
127,023,105
