000,000,000
004,000,003
009,000,007
013,000,010
018,000,014
022,000,019
027,000,023
031,000,028
036,000,032
040,000,038
045,000,043
050,000,048
058,000,059
061,000,063
064,000,068
068,000,072
069,000,077
072,000,081
074,000,086
077,000,091
079,000,095
080,000,100
082,000,104
083,000,109
084,000,118
086,000,122
087,000,127
088,000,132
086,000,136
087,000,141
087,000,145
087,000,150
085,000,154
084,000,159
084,000,163
084,000,168
079,000,177
078,000,182
077,000,186
076,000,191
071,000,195
070,000,200
068,000,204
066,000,209
060,000,214
058,000,218
055,000,223
046,000,232
043,000,236
040,000,241
036,000,245
033,000,250
025,000,255
021,000,255
016,000,255
012,000,255
004,000,255
000,000,255
000,004,255
000,016,255
000,021,255
000,025,255
000,029,255
000,038,255
000,042,255
000,046,255
000,051,255
000,055,255
000,063,255
000,067,255
000,072,255
000,084,255
000,089,255
000,093,255
000,097,255
000,106,255
000,110,255
000,114,255
000,119,255
000,127,255
000,131,255
000,135,255
000,140,255
000,152,255
000,157,255
000,161,255
000,165,255
000,174,255
000,178,255
000,182,255
000,187,255
000,195,255
000,199,255
000,203,255
000,216,255
000,220,255
000,225,255
000,229,255
000,233,255
000,242,255
000,246,255
000,250,255
000,255,255
000,255,246
000,255,242
000,255,238
000,255,225
000,255,220
000,255,216
000,255,212
000,255,203
000,255,199
000,255,195
000,255,191
000,255,187
000,255,178
000,255,174
000,255,170
000,255,157
000,255,152
000,255,148
000,255,144
000,255,135
000,255,131
000,255,127
000,255,123
000,255,114
000,255,110
000,255,106
000,255,102
000,255,089
000,255,084
000,255,080
000,255,076
000,255,067
000,255,063
000,255,059
000,255,055
000,255,046
000,255,042
000,255,038
000,255,025
000,255,021
000,255,016
000,255,012
000,255,008
000,255,000
004,255,000
008,255,000
012,255,000
021,255,000
025,255,000
029,255,000
042,255,000
046,255,000
051,255,000
055,255,000
063,255,000
067,255,000
072,255,000
076,255,000
080,255,000
089,255,000
093,255,000
097,255,000
110,255,000
114,255,000
119,255,000
123,255,000
131,255,000
135,255,000
140,255,000
144,255,000
153,255,000
157,255,000
161,255,000
165,255,000
178,255,000
182,255,000
187,255,000
191,255,000
199,255,000
203,255,000
208,255,000
212,255,000
221,255,000
225,255,000
229,255,000
242,255,000
246,255,000
250,255,000
255,255,000
255,250,000
255,242,000
255,238,000
255,233,000
255,229,000
255,221,000
255,216,000
255,212,000
255,199,000
255,195,000
255,191,000
255,187,000
255,178,000
255,174,000
255,170,000
255,165,000
255,161,000
255,153,000
255,148,000
255,144,000
255,131,000
255,127,000
255,123,000
255,119,000
255,110,000
255,106,000
255,102,000
255,097,000
255,089,000
255,085,000
255,080,000
255,076,000
255,063,000
255,059,000
255,055,000
255,051,000
255,042,000
255,038,000
255,034,000
255,029,000
255,021,000
255,017,000
255,012,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,000,000
255,255,255
